Sehnsucht,"Sehnsucht (German pronunciation: [ˈzeːnˌzʊxt]) is a German noun translated as ""longing"", ""desire"", ""yearning"", or ""craving"". Some psychologists use the word to represent thoughts and feelings about all facets of life that are unfinished or imperfect, paired with a yearning for ideal alternative experiences.",Root -> Categoría:Emociones
Sensualidad,"Erotic sensation play is a class of activities meant to impart physical sensations upon a partner, as opposed to mental forms of erotic play such as power exchange or sexual roleplaying.
Sensation play can be sensual, where the sensations are generally pleasing and light. Many couples that would not consider themselves active in BDSM are familiar with this kind of play: the use of silk scarves, feathers, ice, massage oils, and other similar implements.
Sensation play in BDSM can also involve sadomasochistic play, involving the application of carefully controlled stimuli to the human body so that it reacts as if it were actually hurt. While this can involve the infliction of actual pain, it is usually done in order to release pleasurable endorphins, creating a sensation somewhat like runner's high or the afterglow of orgasm.",Root -> Categoría:Emociones
Simpatía,"Sympathy is the perception of, understanding of, and reaction to the distress or need of another life form. According to David Hume, this sympathetic concern is driven by a switch in viewpoint from a personal perspective to the perspective of another group or individual who is in need. Hume explained that this is the case because ""the minds of all men are similar in their feelings and operations"" and that ""the motion of one communicates itself to the rest"" so that as ""affections readily pass from one person to another… they beget correspondent movements.""",Root -> Categoría:Emociones
Soberbia,"Pride is emotional response or attitude to something with an intimate connection to oneself, due to its perceived value. Oxford defines it as ""the quality of having an excessively high opinion of oneself or one's own importance."" This may be related to one's own abilities or achievements, positive characteristics of friends or family, or one's country. Richard Taylor defined pride as ""the justified love of oneself"", as opposed to false pride or narcissism. Similarly, St. Augustine defined it as ""the love of one's own excellence"", and Meher Baba called it ""the specific feeling through which egoism manifests.""Philosophers and social psychologists have noted that pride is a complex secondary emotion which requires the development of a sense of self and the mastery of relevant conceptual distinctions (e.g. that pride is distinct from happiness and joy) through language-based interaction with others. Some social psychologists identify the nonverbal expression of pride as a means of sending a functional, automatically perceived signal of high social status.Pride is sometimes viewed as corrupt or as a vice, sometimes as proper or as a virtue. With a positive connotation, pride refers to a content sense of attachment toward one's own or another's choices and actions, or toward a whole group of people, and is a product of praise, independent self-reflection, and a fulfilled feeling of belonging.
With a negative connotation pride refers to a foolishly and irrationally corrupt sense of one's personal value, status or accomplishments, used synonymously with hubris. 
While some philosophers such as Aristotle (and George Bernard Shaw) consider pride (but not hubris) a profound virtue, some world religions consider pride's fraudulent form a sin, such as is expressed in Proverbs 11:2 of the Hebrew Bible. In Judaism, pride is called the root of all evil. When viewed as a virtue, pride in one's abilities is known as virtuous pride, the greatness of soul or magnanimity, but when viewed as a vice it is often known to be self-idolatry, sadistic contempt, vanity or vainglory. Other possible objects of pride are one's ethnicity, and one's sexual identity (especially LGBT pride).",Root -> Categoría:Emociones
Sorpresa,"Surprise (pronunciation ) is a brief mental and physiological state, a startle response experienced by animals and humans as the result of an unexpected event. Surprise can have any valence; that is, it can be neutral/moderate, pleasant, unpleasant, positive, or negative. Surprise can occur in varying levels of intensity ranging from very-surprised, which may induce the fight-or-flight response, or little-surprise that elicits a less intense response to the stimuli.",Root -> Categoría:Emociones
Sospecha,"Suspicion is a cognition of mistrust in which a person doubts the honesty of another person or believes another person to be guilty of some type of wrongdoing or crime, but without sure proof. Suspicion can also be aroused in response to objects that negatively differ from an expected idea. In the US, the courts use the term ""reasonable suspicion"" in connection with the right of the police to stop people on the street. The word comes from Middle-English via the Old French word ""suspicion"", which is a variation of the Italian word ""sospetto"" (a derivative of the Latin term ""suspectio"", which means ""to watch"").",Root -> Categoría:Emociones
Tristeza,"Sadness is an emotional pain associated with, or characterized by, feelings of disadvantage, loss, despair, grief, helplessness, disappointment and sorrow. An individual experiencing sadness may become quiet or lethargic, and withdraw themselves from others. An example of severe sadness is depression, a mood which can be brought on by major depressive disorder or persistent depressive disorder. Crying can be an indication of sadness.Sadness is one of the six basic emotions described by Paul Ekman, along with happiness, anger, surprise, fear, and disgust.: 271–4",Root -> Categoría:Emociones
Vacío,"Emptiness as a human condition is a sense of generalized boredom, social alienation and apathy. Feelings of emptiness often accompany dysthymia, depression, loneliness, anhedonia,
despair, or other mental/emotional disorders, including schizoid personality disorder, post-traumatic stress disorder, attention deficit hyperactivity disorder, schizotypal personality disorder and borderline personality disorder.  A sense of emptiness is also part of a natural process of grief, as resulting death of a loved one, or other significant changes. The particular meanings of ""emptiness"" vary with the particular context and the religious or cultural tradition in which it is used.While Christianity and Western sociologists and psychologists view a state of emptiness as a negative, unwanted condition, in some Eastern philosophies such as Buddhist philosophy and Taoism, emptiness (Śūnyatā) represents seeing through the illusion of independent self-nature.",Root -> Categoría:Emociones
Veleidad,"Velleity is the lowest degree of volition, a slight wish or tendency.",Root -> Categoría:Emociones
Venganza,"Revenge is committing a harmful action against a person or group in response to a grievance, be it real or perceived. Francis Bacon described revenge as a kind of ""wild justice"" that ""does... offend the law [and] putteth the law out of office."" Primitive justice or retributive justice is often differentiated from more formal and refined forms of justice such as distributive justice and divine judgment.",Root -> Categoría:Emociones
Vergüenza,"Shame is an unpleasant self-conscious emotion often associated with negative self-evaluation; motivation to quit; and feelings of pain, exposure, distrust, powerlessness, and worthlessness.",Root -> Categoría:Emociones
