manjar blanco,"Blancmange (, from French: blanc-manger [blɑ̃mɑ̃ʒe]) is a sweet dessert popular throughout Europe commonly made with milk or cream and sugar thickened with rice flour, gelatin, corn starch, or Irish moss (a source of carrageenan), and often flavoured with almonds.
It is usually set in a mould and served cold. Although traditionally white (hence the name, in English literally ""white eating""), blancmanges are frequently given alternative colours. Some similar desserts are French chef Marie-Antoine Carême's Bavarian cream, Italian panna cotta, the Middle Eastern muhallebi, Chinese annin tofu, Hawai'ian haupia and Puerto Rican tembleque.
The historical blancmange originated at some time during the Middle Ages and usually consisted of capon or chicken, milk or almond milk, rice, and sugar and was considered to be ideal for the sick. Tavuk göğsü is a sweet contemporary Turkish pudding made with shredded chicken, similar to the medieval European dish."
Baked Alaska,dessert dish of ice cream and meringue
Farsu magru,"Farsu magru, also spelled as farsumagru, and also referred to as farsumauru, falsomagro and falsumagru, is a traditional meat roll dish in Sicilian cuisine that dates to the 13th century. Farsu magru is available in many areas of Sicily, but some only serve it for special occasions. This roast is prepared mainly in rural regions in the interior of the island. Farsu magru means "" false lean"", which has been attributed to the amounts of meat used in the dish, and also to the lean, low-fat nature of the meats typically used.

"
Goxua,"Goxua (which means ""sweet"" in Basque) is a typical dessert from the Basque Country, especially from Vitoria-Gasteiz. Gasteiz pastry chef Luis Lopez de Sosoaga claims to have first created the dessert in 1977. Although its invention is popularly attributed to the pastry chef from Vitoria Luis López de Sosoaga, the pastry chef from Mirandese Alberto Bornachea affirms that goxua was invented by his father trying to copy the Catalan cream, baptizing the resulting dessert as cazuelita."
ugali,type of maize flour porridge made in Africa
Frikandel,"A frikandel (Dutch pronunciation: [frikɑnˈdɛl] (listen); plural frikandellen) is a traditional snack originating from the historical Low Countries (Netherlands, Belgium and north of France), a sort of minced-meat sausage,  
of which the modern version was developed after World War II. The history of this snack in the Spanish Netherlands goes back to the 17th century."
farofa,"Farofa (Brazilian Portuguese: [fa'ɾɔfɐ]) is a toasted cassava or corn flour mixture.  It is eaten mainly in Brazil.  It can be found commercially produced and packaged but can also be prepared at home based on family recipes.  Most recipes will also contain varying amounts of salt, smoked meat, and spices.  The consistency of the mixture ranges from large grains the size of cracked bulgur wheat or couscous down to a table-salt-sized powder. Most farofas have a very smoky and slightly salty taste, by and large used to accentuate the taste of meat, particularly barbecued meat and hearty stews.
In Brazil, where farofa is particularly popular, typical recipes call for raw cassava flour to be toasted with abundant butter, vegetable oil or olive oil, salt, bacon, onions, garlic, sausage, olives until golden brown. It is sometimes served as an accompaniment to Brazilian feijoada and Brazilian barbecue. In Brazil, farofa is also used in a stuffing for poultry and other dishes, usually containing raisins, nuts, and/or finely chopped sweet fruits like apples and bananas. In the state of Bahia, it is common for farofa to be prepared with dendê oil, giving it a stronger taste and a rich yellow coloring.
Farofa is served alongside the main course and can either be sprinkled on by individual diners to their taste before eating, or eaten as an accompaniment in its own right, as rice is often consumed. Besides cassava, corn meal is also used for farofa making.
In West Africa, a variant of cassava flour known as garri is used in various dishes.

"
Krautshäuptchen,"Krautshäuptchen, also Krautshäubchen is a stuffed cabbage, a specialty of northern Hesse, Germany. It is served with boiled potatoes and mustard sauce or bechamel sauce. Often the Krautshäuptchen discs are fried until golden brown before serving in the pan."
Lohikeitto,"Creamy salmon soup (Finnish: lohikeitto, Swedish: laxsoppa) is a common dish in Finland and other Nordic countries. It consists of salmon fillets, boiled potatoes, carrots and leeks. The soup is served hot, with some dill. There is a discussion about the ingredients of the dish, whether milk should be used as an ingredient. Milk may be substituted for cream, however it must be whole milk."
arroz a banda,"Arròs a banda (Valencian term for rice on the side, translated as Arroz a banda in Spanish) is a dish of rice cooked in fish stock, typical of the coastal area of Alicante (and, per extension, in most of the Valencian Community), Spain, and distinct from the paella of Valencia. It is popular up to  Garraf, Barcelona (Catalonia) and down to Murcia (Region of Murcia).
It originated with the fishermen of Alicante, who sold off their best fish and kept the leftovers for stock, used to cook the rice. It is usually served with alioli."
Romazava,"Romazava ([rumaˈzavə̥]) is the national dish of Madagascar, consisting of greens, zebu meat, tomatoes, and onions, typically accompanied by a portion of rice. An integral component of the stew is brèdes mafana, called anamalaho in Malagasy: The plant holds an acid amide called Spilanthol in its buds that elicits a tingly, pungent, citrusy and mouth-numbing effect, inducing excessive saliva production."
Qingtuan,"Qīngtuán (青糰) or Tsingtuan is a form of dumpling that is green, originating from Jiangnan but common throughout China. It is made of glutinous rice mixed with Chinese mugwort or barley grass. This is then usually filled with sweet red or black bean paste. The exact technique for making qingtuan is quite complicated and the grass involved is only edible in the early spring, so it is typically only available around the time of the Qingming Festival (April 4 or 5), with which the dumpling has become associated. Nowadays, Qīngtuán sold in most convenience stores in China are made of glutinous rice mixed with matcha. It also has more diverse fillings, such as rousong or salted egg yolk.
Much of the qingtuan consumed in China is prepared and consumed as street food from local vendors."
Zeeuws spek,"Zeeuws spek (pronounced [zeːws ˈspɛk]; ""Zeelandic bacon"") is a traditional Dutch bacon, originally a specialty from the province of Zeeland. Traditionally, it is seasoned with salt, pepper and herbs such as bay leaf, and slow-cooked. Modern Zeeuws spek is marinated, and then grilled, broiled, or smoked."
Seffa,"Seffa (Arabic: السفة) is a Maghrebi term for a dish of sweetened semolina cuscus with butter, cinnamon, and almonds. The dish may incorporate meat, and also alternatively be made with vermicelli or rice. This dish is generally consumed at the end of a meal, before dessert. It is often served at traditional marriage ceremonies and family gatherings.Seffa can also be served with chicken (السفة بالدجاج) or with raisins (السفة الحلوة بالزبيب).According to Emily Gottreich, the version of seffa involving a mixture of butter with chicken, or other meat, is a ""distinctively Moroccan dish"" traditionally only found in Muslim homes owing to the Jewish dietary prohibition on the mixing of meat and dairy in a single meal.However, seffa in its simpler form, flavoured with just sugar and cinnamon, is prepared by Moroccan Jewish communities on the
night of the Mimouna. This dish is also known by the French: Couscous Sucré et Sec (sweet and dry couscous).There are also sweetened cuscus dishes besides seffa, such as mesfouf."
Raviole du Dauphiné,"Ravioles du Dauphiné (in English, 'Dauphiné ravioli'), also known as Ravioles de Romans ('Ravioli of Romans'), are a French regional speciality consisting of two layers of pasta made out of tender wheat flour, eggs and water, surrounding a filling of Comté or French Emmental cheese, cottage cheese made of cow's milk, butter and parsley, akin to Italian ravioli or Russian pelmeni. As the name suggests, they are usually associated with the historical region of Dauphiné in South-Central France, particularly around the town of Romans-sur-Isère in the department of Drôme, Auvergne-Rhône-Alpes. The Ravioles du Dauphiné appellation has been legally protected since 1989, and received the Label Rouge in 1998, however is not an AOC as it makes use of ingredients such as Emmental and Comté which originate outside the Dauphiné region."
șodou,"Șodou is a culinary preparation from Romania. It looks like a sabayon. The șodou is obtained by incorporating sweet wine with egg yolks together with sugar. This mixture is boiled in a bain-marie, until fluffy. The șodou is served hot or warm. The șodou is intended to accompany diced fruit.The term șodou comes from the French chaudeau, or ""hot water""."
Ful medames,"Ful medames (Arabic: فول مدمس, fūl mudammas IPA: [fuːl mudammas]; other spellings include ful mudammas and  foule mudammes), or simply fūl, is a stew of cooked fava beans served with olive oil, cumin, and optionally with chopped parsley, garlic, onion, lemon juice, chili pepper, and other vegetable, herb, and spice ingredients. Ful medames is traditionally made in and served out of a large metal jug. It is notably a staple food in Egypt and is considered a national dish, especially in the northern cities of Cairo and Gizah. Ful medames is also a common part of the cuisines of many Arab, Middle Eastern, and North African cuisines."
Hash,"Hash is a culinary dish consisting of chopped meat, potatoes, and fried onions. The name is derived from French: hacher, meaning ""to chop"". It originated as a way to use up leftovers. In the USA by the 1860s, a cheap restaurant was called a ""hash house"" or ""hashery.""Canned corned beef hash became especially popular in countries such as Britain, France, and the United States, during and after the Second World War as rationing limited the availability of fresh meat.Hash may be served for breakfast, lunch, or supper. When served for breakfast in the United States hash may come with eggs, toast, hollandaise sauce, or even baked beans.High-end restaurants offer sophisticated hash dishes on their menus. Modern preparations can be made with unconventional ingredients such as lamb, fish, venison, turkey, chicken, shrimp, or steak."
Harira,"Harira (Arabic: الحريرة al-ḥarīra, Tachelhit: ⴰⵣⴽⴽⵉⴼ azkkif or ⴰⵙⴽⴽⵉⴼ askkif) is a traditional North African soup prepared in Morocco and Algeria. Algerian harira differs from Moroccan harira in that Algerian harira does not contain lentils. It is popular as a starter but is also eaten on its own as a light snack. There are many variations and it is mostly served during Ramadan, although it can be made throughout the year.It is also part of the Maghrebi cuisine, where lemon juice and egg is added to brighten the flavors of the soup. Like Muslims, who traditionally have the filling soup for Iftar meals, Jews break their fast with it during Yom Kippur."
Pølser,"Rød pølse (listen , ""red sausage"") is a type of brightly red, boiled pork sausage very common in Denmark. Since hot dog stands are ubiquitous in Denmark, some people regard røde pølser as one of the national dishes. They are made of the Vienna type and the skin is colored with a traditional red dye (carmine)."
Möpkenbrot,"Möpkenbrot, also spelled as möppkenbrot, is a type of cooked German sausage prepared using pork, grain, apples and raisins. Its preparation is similar to that of blood sausage. The main ingredients are bacon, pig masks (consisting of pig's head meat, rinds and skin), pork rind, pork blood, and grated rye or wheat flour. The ingredients are formed into a dough, which is then boiled, after which it is typically sliced and pan-fried. It is similar in appearance to black pudding, but it is prepared using fruit, which imbues a fruity flavor, and it is also prepared using a greater amount of flour compared to black pudding.In Westphalia, möpkenbrot is a traditional dish that is traditionally eaten with turnip greens. The East Westphalian variant is called wöpkenbrot, and is  often served with stippgrütze, a Westphalian sausage prepared with barley groats cooked in sausage broth, which is enriched with meat leftovers, including offal, such as heart, kidneys or liver and seasoned with spices and salt."
pizza hawaiana,"Hawaiian pizza is a pizza originating in Canada, and is traditionally topped with pineapple, tomato sauce, cheese, and either ham or bacon."
Panhas,"Balkenbrij (or 'karboet', 'tuet' and 'pannas') is a traditional Dutch food that shares some of the characteristics of American scrapple. Traditionally, its preparation and consumption was an important economizing custom, especially for the rural poor. Particularly, it allowed farmers to use various less-desirable parts of pork, which were made more palatable by being added to a seasoned porridge of groats or flour. The closely related 'Panhas', 'Pannas' or 'Möppkenbrot' are widely known in the whole northwest of Germany; the last variety is a speciality of middle Westphalia and  Rhineland."
Saumagen,"Saumagen ([zaʊ̯ˈmaːɡŋ̩], ""sow's stomach"") is a German dish popular in the Palatinate. The dish is similar to a sausage in that it consists of a stuffed casing; however, the stomach itself is integral to the dish. It is not as thin as a typical sausage casing (intestines or artificial casing). Rather it is meat-like, being a strong muscular organ, and when the dish is finished by being pan-fried or roasted in the oven, it becomes crisp. The dish is somewhat similar to the Scottish haggis, although the stuffing is quite different."
bánh chưng,"Bánh chưng (Chữ Nôm: 餅蒸) is a traditional Vietnamese food which is made from glutinous rice, mung beans, pork and other ingredients. Its origin is told by the legend of Lang Liêu, a prince of the last king of the Sixth Hùng Dynasty, who became the successor thanks to his creation of bánh chưng and bánh giầy, which symbolized, respectively, the earth and the sky. Considered an essential element of the family altar on the occasion of Tết, the making and eating of bánh chưng during this time is a well-preserved tradition of Vietnamese people. Beside the Tết holiday, bánh chưng is also eaten all year round as Vietnamese cuisine.

"
bánh bao,"Bánh bao (literally ""dumplings"") is a Vietnamese bun based on the Cantonese da bao (大包, literally ""big bun"") brought to Vietnam by Cantonese immigrants. It is a ball-shaped bun containing pork or chicken meat, onions, eggs, mushrooms and vegetables, in Vietnamese cuisine. It often has Chinese sausage and a portion of a hard-boiled egg inside. Bánh bao are generally larger than baozi, and are filled with savory fillings, the most common being seasoned ground pork and quail egg. A vegetarian version of bánh bao also exists."
Jägerschnitzel,"Jägerschnitzel (German for 'hunter's cutlet', in French escalope chasseur) is a German dish made of a roast veal or pork cutlet with a sauce made of mushrooms and tomatoes or cream. In regional cuisine the dish can also be a schnitzel made of breaded, roasted jagdwurst with tomato sauce and noodles."
Charoset,"Charoset, haroset, or charoises (Hebrew: חֲרֽוֹסֶת‎ [ḥărōset]) is a sweet, dark-colored paste made of fruits and nuts eaten at the Passover Seder.  According to the Talmud its color and texture are meant to recall mortar (or mud used to make adobe bricks) which the Israelites used when they were enslaved in Ancient Egypt as mentioned in Tractate Pesahim (page 116a) of the Talmud, which says ""  The word charoset comes from the Hebrew word cheres (חרס, ""clay"").
Charoset is one of the symbolic foods on the Passover Seder Plate. After reciting the blessings, and eating first maror dipped in charoset and then a matzah ""Hillel sandwich"" (with two matzot) combining charoset and maror, people often eat the remainder spread on matzah."
romeritos,"Romeritos is a Mexican dish from Central Mexico, consisting of tender sprigs of seepweed (Suaeda spp.) which are boiled and served in a mole sauce seasoned with shrimp jerky blended into the mix. Typical additional ingredients include boiled potatoes, nopales and re-hydrated shrimp. They are usually served with patties of dried shrimp with bread slices and in tacos. They are traditionally enjoyed at Christmas and Lent.
The type of seepweed used depends on the region. The plant is known as romerito in Spanish. That name in English means  ""little rosemary""; some seepweed species can vaguely resemble such plant when fresh but neither taste nor smell similar in any way."
Lampredotto,"Lampredotto (Italian pronunciation: [lampreˈdɔtto]) is a typical Florentine dish, made from the fourth and final stomach of a cow, the abomasum.""Lampredotto"" is derived from the Italian word for lamprey eels, lampreda, as the tripe resembles a lamprey in shape and color.A sandwich with lampredotto—panino co i' lampredotto—has been described as a ""classic Florentine"" sandwich and is a traditional regional street food in Florence. Lampredotto is typically slow-cooked in a vegetable broth, seasoned with herbs, chopped, and served in a bread roll. It is often topped with a spicy sauce or a green sauce (salsa verde).The Daily Meal has called lampredotto ""a tripe-lover's dream."""
Cacciatore,"Cacciatore (, ; Italian pronunciation: [kattʃaˈtoːre]) means ""hunter"" in Italian. In cuisine, alla cacciatora refers to a meal prepared ""hunter-style"" with onions, herbs, usually tomatoes, often bell peppers, and sometimes wine.
Cacciatore is popularly made with braised chicken (pollo alla cacciatora) or rabbit (coniglio alla cacciatora). The salamino cacciatore is a small salami that is seasoned with only garlic and pepper."
Mititei,"Mititei or mici (both Romanian words meaning ""little ones"", ""small ones"") is a dish from the Romanian cuisine, consisting of grilled ground meat rolls in cylindrical shape made from a mixture of beef, lamb with spices, such as  garlic, black pepper, thyme, coriander, anise, savory, and sometimes a touch of paprika. Sodium bicarbonate and broth or water are also added to the mixture. It is similar to ćevapi and other ground meat based dishes throughout the Balkans and Middle East.
It is often served with french fries, mustard and murături (pickled vegetables)."
frijoles refritos,Mexican dish
Shkedei marak,"Shkedei marak (Hebrew: שקדי מרק, lit. 'soup almonds'), known as mandlakh (Yiddish: מאַנדלאַך or מאַנדלעך, lit. 'little almonds') in Yiddish, or as ""soup mandels"" in the United States, is an Israeli food product consisting of crisp mini crouton used as a soup accompaniment. Shkedei marak are small yellow squares made from flour and palm oil. As a parve product, they can be used in either meat or cream soups. Despite the name, they contain no almonds."
Nasi paprik,"Nasi pad prik is a Malaysian dish of fried rice flavoured with sauteed chilli paste. Nasi is Malay for rice and pad prik is a Thai phrase ผัดพริก where pad means stirfry and prik means chili. Although Nasi Pad Prik today is regarded as part of Malay cuisine, it is Thai in origin."
nettle soup,"Nettle soup is a traditional soup prepared from stinging nettles. Nettle soup is eaten mainly during spring and early summer, when young nettle buds are collected. Today, nettle soup is mostly eaten in Scandinavia, Iran, Ireland, and Eastern Europe, with regional differences in recipe; however historically consumption of nettles was more widespread."
Minchee,"Minchee, or minchi, is a Macanese dish based on minced or ground meat.  It is made with beef or pork and diced onions that is flavoured with Worcestershire sauce, molasses and soy sauce with cubed potatoes slightly stir-fried. When served with a fried egg on top it is called min5 zi6 caau2 daan2 (Chinese: 免治炒蛋)."
Kasha varnishkes,"Kashe varnishkes (sometimes Americanized as kasha varnishkas) is a traditional dish of the American-Jewish Ashkenazi community. It combines kasha (buckwheat groats) with noodles, typically bow-tie shape lokshen egg noodles.
Buckwheat groats (gretshkes/greytshkelach or retshkes/reytshkelach in Yiddish) are prepared separately from, and then fried together with, lokshen and tsvibelach (onions) in schmaltz (poultry fat). Sometimes briye (chicken or beef stock) is used in the preparation."
Kuli-kuli,"Kuli-kuli refers to a West African snack that is primarily made from peanuts. First made by the Nupe People of West Africa it is a popular snack in Nigeria, Benin, northern Cameroon and Ghana. It is often eaten alone or with a mixture of garri also known as cassava flakes, sugar and water popularly called ""garri soakings"". It is also eaten with Hausa koko, fura, kamu; and is sometimes ground and put into salad. It is often ground as used as an ingredient for Suya and Kilishi.Kuli-kuli is a byproduct of processing raw peanuts into peanut oil."
Liang pi,"Liangpi (simplified Chinese: 凉皮; traditional Chinese: 涼皮; pinyin: liángpí; lit. 'cold skin') is a noodle-like Chinese dish made from wheat or rice flour. It is a specialty dish originating from the cuisine of Shaanxi Province, but has now spread to many other places in China, in particular the northern and central regions. In northwestern areas of China, it is often called liangpi zi (凉皮子). Although liangpi is served cold, they are served in every season, including winter.

"
Mataz,filled dumplings in Circassian cuisine
Kichadi,"Kichadi (Malayalam: കിച്ചടി) is another name for Pachadi used in some parts of Kerala, for the sour variant of the dish. A sour dish made of curd, ground  cumin paste and either cucumber, ash gourd or white gourd, with sautéed  mustard seeds and curry leaves as garnish. Kichadi is often served as part of the Sadhya. It is somewhat similar to the Raita served in North India, with the difference being the seasoning with mustard and curry leaves. Kichadi is not to be confused with Khichdi.
The Kichadi forms a part of the Keralite feast known as Sadhya, which is quite popular during festivals such as Onam and Vishu."
Salsa de modica,"Ogbono soup, is a Nigerian dish made with ground dry ogbono seeds. Ogbono seeds (the local name for Irvingia) are originated and were first grown in Southern Nigeria with considerable local variation. According to research by Chris Chinaka and J.C. Obiefuna, Ogbono is an indigenous forest tree associated with plants classified as 'non-timber forest products. It goes by various indigenous names in Nigeria. In the Igbo speaking region it is called 'ogbono/ugiri' depending on the variety of Igbo. In Nupe, it is called 'pekpeara' , 'ogwi' in Bini, 'uyo' in Efik and 'oro' in Yoruba. The ground ogbono seeds are used as a thickener, and give the soup a black coloration.  Besides seeds, water and palm oil, it typically contains meat and/or fish seasonings such as chili pepper, leaf vegetables and other vegetables. Typical leaf vegetables include bitterleaf and celosia.  Typical other vegetables include tomatoes and okra.  Typical seasonings include chiles, onions, and iru (fermented locust beans). Typical meats include beef, goat, fish, chicken, bush meat, shrimp, or crayfish. 
It can be eaten with fufu, or with pounded yam. In other countries the soup may be available in packaged prepared form in some markets that specialize in Western African foods. Ogbono soup has a mucilaginous (slimy) texture, similar to okra soup."
Mućkalica,"Mućkalica (pronounced [ˈmût͜ɕkalit͜sa]) is a Serbian dish, a stew made of barbecued meat and vegetables. Its name is derived from mućkati, meaning ""to shake, stir, mix"".
Meat from different animals, as well as various cuts from the same type of animal, are used to make a mućkalica: what a cocktail is for beverages, mućkalica is for barbecue. There are various regional styles of mućkalicas, such as Leskovačka mućkalica, the most popular, and Toplička mućkalica. It is usually made from cold, leftover barbecued meat which is stewed with various other ingredients."
Jiggs dinner,"Jiggs dinner, also called boiled dinner or cooked dinner, is a traditional meal commonly prepared and eaten on Sundays in rural Newfoundland. Corned beef and cabbage was the favorite meal of Jiggs, the central character in the popular, long-running comic strip Bringing Up Father by George McManus and Zeke Zekley, after whom the dish is likely named. 
The name of the dish is also occasionally rendered as Jigs dinner or Jigg's dinner. In the rendering ""Jigg's dinner"", the apostrophe is incorrectly placed if in reference to the McManus character. Sometimes referred to colloquially as ""JD"", ""Jiggs dinner"" is the most common of all renderings."
chraime,"Chraime (Arabic: حرايمي haraime, Hebrew: חריימה) is a spicy fish stew with tomatoes from Libya. The name of the dish comes from the Arabic word for ""hot"".Chraime is traditionally eaten by Jews on Erev Shabbat as well as on Rosh Hashanah and Passover for the Seder. Libyan-Jewish immigrants have popularized the dish in Israel."
maque choux,"Maque choux  is a traditional dish of Louisiana. It is thought to be an amalgam of Creole and American Indian cultural influence, and the name is likely to derive from the French interpretation of the Native American name.
It contains corn, green bell pepper, onion, and sometimes garlic, celery, and tomato. The ingredients are braised in a pot. Historically bacon grease was used for the braising stage, although various combinations of oil, butter, or cream may be substituted. The vegetables are then left to simmer until they reach a tender consistency, with chicken stock or water added as necessary. The dish is finished with salt and a combination of red and black pepper. Some cooks include hot sauce and a bit of sugar for greater complexity.
Maque choux is usually served as an accompaniment; however, it can also act as a base for a main meal and use local ingredients such as bite-sized portions of chicken or crawfish. Shrimp is often added in the later stages of cooking as well."
pizza mexicana,"Pizza, a staple of Italian cuisine, has become one of the most recognizable and popular dishes worldwide. Its widespread adoption into other cuisines, replacing the local traditional dishes, is traced to the early 20th century."
bibimbap,"Bibimbap ( BEE-bim-bap, from Korean 비빔밥 [pi.bim.p͈ap̚], literally ""mixed rice""), sometimes romanized as bi bim bap or bi bim bop, is a Korean rice dish. The term ""bibim"" means mixing rice (burned rice at the bottom of the dish and cooked rice), while the ""bap"" noun refers to rice. Bibimbap is served as a bowl of warm white rice topped with namul (sautéed and seasoned vegetables) or kimchi (traditional fermented vegetables) and gochujang (chili pepper paste), soy sauce, or doenjang (a fermented soybean paste). A raw or fried egg and sliced meat (usually beef) are common additions. The hot dish is stirred together thoroughly just before eating.In South Korea, Jeonju, Jinju, and Tongyeong are especially famous for their versions of bibimbap. In 2011, the dish was listed at number 40 on the World's 50 most delicious foods readers' poll compiled by CNN Travel."
Muffuletta,"The muffuletta or muffaletta is both a type of round Sicilian sesame bread and a popular sandwich that originated among Italian immigrants in New Orleans, Louisiana, using the same bread."
Chicken paprikash,"Chicken paprikash (Hungarian: paprikás csirke or csirkepaprikás) or paprika chicken is a popular dish of Hungarian origin and one of the most famous variations on the paprikás preparations common to Hungarian tables. The name is derived from the ample use of paprika,  a spice commonly used in Hungarian cuisine. The meat is typically simmered for an extended period in a sauce that begins with a paprika-infused roux."
Schäufele,"Schäufele (also ""Schäuferle"", ""Schüfeli"", ""Schäuferla"" or ""Schäufelchen"") is a traditional dish from the south of Germany. It is made from the pig's shoulder meat, which gives the dish its name, ""Schäufele"", or the pig's scapula. 

Depending on region the recipe for the dish differs a bit:
In Franconia the meat, the pork rind and the bone are roasted together as a whole. Before that, the pork rind is scratched in a criss-cross pattern, seasoned with salt, pepper and caraway and put in a casserole dish with diced root vegetables and onions where it is doused with beer and roasted in the oven for about two or three hours. The roast is ready as soon as the meat is easy to separate from the bone and the pork rind is crispy and golden brown. It is then served with various side dishes including gravy, Kartoffelklöße, salad, sauerkraut, red cabbage and savoy cabbage.
In Baden the meat is cured and smoked before it is simmered in a broth of water, white wine, vinegar, onion, bay laurel and clove for about two to two and a half hours. It is then served with potato salad, dressed with a broth of salt, pepper and vinegar. Although available all year around, Schäufele with potato salad is the typical Christmas Eve supper in the southern half of Baden.
In Switzerland it is also cured and smoked but served with beans or sauerkraut. There it is very common as a Christmas dish.

"
pimientos rellenos,"Stuffed peppers is a dish common in many cuisines. It consists of hollowed or halved peppers filled with any of a variety of fillings, often including meat, vegetables, cheese, rice, or sauce. The dish is usually assembled by filling the cavities of the peppers and then cooking."
Salchicha pequeña en salchicha grande,"Small sausage in large sausage (Chinese: 大腸包小腸; Pe̍h-ōe-jī: tōa-tn̂g pau sió-tn̂g; lit. 'large intestine wrapping small intestine') is a snack sausage sandwich invented in Taiwan in the late 20th century.  A segment of Taiwanese pork sausage is wrapped in a (slightly bigger and fatter) sticky rice sausage to make this delicacy, usually served chargrilled. Deluxe versions are available in night markets in Taiwan, with condiments such as pickled bokchoy, pickled cucumber, garlic, hot peppers, wasabi, and thick soy sauce paste to complement the taste."
Żurek,"In West Slavic countries, as well as in Belarus, fermented cereals, such as rye, wheat, or oatmeal, are used to make soups. In Poland and parts of Belarus, rye is traditional for making żur; a variant made with wheat flour instead of rye is known in Poland as barszcz biały (""white borscht""). Fermented oatmeal is a common ingredient in Belarus and in some regions of Poland. Fermented wheat or sourdough soups are also found in other western Slavic cuisines, in particular in the Slovak (kyslovka), Silesian (Sauermehlsuppe) and Czech (kyselo) cuisines."
Gujeolpan,"Gujeolpan refers to either an elaborate Korean dish consisting of nine different foods assorted on a wooden plate with nine divided sections in an octagon shape or the plate itself. The name is composed of three hanja words: gu (구, ""nine"" ), jeol (절, ""section""), and pan (판, ""plate"") in Korean. Foods are separated by color and ingredients, and comprise various namul (seasoned leaf vegetables), meats, mushrooms, and seafood items. In the center of the tray is a stack of small jeon (Korean style pancakes) made with wheat flour, which are called miljeonbyeong (밀전병). In addition to its use as a food platter used to serve many dishes of food at once, gujeolpan is also considered a decorative item. It is said to be a well-being food that looks beautiful, tastes good, and is nutritionally balanced."
Wolgwachae,"Wolgwa-chae (월과채; 越瓜菜) is a variety of japchae (stir-fried vegetable dish) made with Oriental pickling melon, called wolgwa in Korean. This summer dish was a part of the Korean royal court cuisine.

"
Jalea de hierba,"Grass jelly, also known as leaf jelly or herb jelly, is a jelly-like dessert eaten in East and Southeast Asia. It is created by using the Platostoma palustre plant (a member of the mint family) and has a mild, slightly bitter taste. It is served chilled, with other toppings such as fruit, or in bubble tea or other drinks. Outside Asia, it is sold in Asian supermarkets."
hwajeon,"Hwajeon (화전; 花煎), or flower cake is a small Korean pan-fried rice cake. It is made out of  glutinous rice flour, honey and edible petals from seasonal flowers, such as rhododendron. It is eaten during the festivals of Samjinnal and Buddha's Birthday.

"
yaksik,"Yaksik or yakbap (literally ""medicinal food"" or ""medicinal rice"") is a sweet Korean dish made by steaming glutinous rice, and mixing with chestnuts, jujubes, and pine nuts. It is seasoned with honey or brown sugar, sesame oil, soy sauce, and sometimes cinnamon. It is traditionally eaten on Jeongwol Daeboreum (정월대보름), a Korean holiday which falls on every January 15 in the lunar calendar, but also for weddings and hwangap festivities."
Bayrisch Kraut,"Bayrisch Kraut (Bavarian cabbage) is a traditional Bavarian dish. It is made of shredded cabbage cooked in beef stock with pork lard, onion, apples, and seasoned with vinegar. It is typically served with bratwurst or roast pork. In German cuisine it is an alternative to sauerkraut."
mixed pickle,"Mixed pickles are pickles made from a variety of vegetables mixed in the same pickling process. Mixed pickles are eaten much like other pickles: in small amounts to add flavor and to accent a meal. Mixed pickles appear in many different world cuisines. 
In U.S. cuisine, a mixed pickle consists of vegetables typically including cucumbers, cauliflower, cut large onions, and bell peppers, as well as spices like garlic, dill, allspice, and chili peppers, suspended in vinegar. Mixed pickles may also be categorized as sweet or sour depending on the addition of a sweetening agent like sugar.In British cuisine, mixed pickles typically include small whole onions, gherkins, and cauliflower. Some specific kinds of British mixed pickle are Branston pickle (more properly termed a relish), and piccalilli (the latter also found in U.S. cuisine).In Indian cuisine, a mixed Indian pickle is more likely to contain fruits (for example, mangos and limes) as well as vegetables. Indian pickle is prepared using oil, unlike western pickles, and is more likely to use lemon juice or some other acid as a souring agent instead of vinegar. Spices and ingredients vary from region to region.Recipes for mixed pickles can also be found in Chinese cuisine, Middle Eastern cuisine, and many other world cuisines."
Peixinhos da horta,"Peixinhos da horta (Portuguese pronunciation: [pɐjˈʃĩɲuʒ] or [pejˈʃĩɲuʒ ðɐ ˈɔɾtɐ]) is a traditional dish in Portuguese cuisine. The name of the dish is literally translated as ""Little fishes from the garden"", as it resembles small pieces of colorful fish. It was introduced to Japan by Portuguese sailors  Antonio da Mota, Francisco Zeimoto and Antonio Peixoto in the sixteenth century, where it was eventually developed into tempura."
japchae,"Japchae (잡채; 雜菜) is a savory and slightly sweet dish of stir-fried glass noodles and vegetables that is popular in Korean cuisine. Japchae is typically prepared with dangmyeon (당면, 唐麵), a type of cellophane noodles made from sweet potato starch; the noodles are mixed with assorted vegetables, meat, mushrooms, and seasoned with soy sauce and sesame oil.Once a royal dish, japchae is now one of the most popular traditional celebration dishes, often served on special occasions, such as weddings, birthdays (especially dol, the first birthday, and hwangap, the sixtieth), and holidays. It is also popular at banquets, parties, and potlucks, due to the ease of bulk preparation and flexible serving: japchae can be served warm, at room temperature, or cold from the refrigerator, and can be eaten freshly made or the day after.Japchae is commonly served as a banchan (side dish), though it may also be eaten as a main dish. It is sometimes served on a bed of rice: with rice, it is known as japchae-bap (잡채밥)."
arroz jollof,one-pot rice dish popular in many West African countries.
